ID,chunk,transcript,anger,disgust,fear,joy,sadness,analytical,confident,tentative,openess,conscientiousness,extraversion,agreeableness,emotional_range
168,5,learn more about specific mental health problems and how to support them. We have recently revised and updated our blueprint for effective school-based counselling and published guidance on mental health,0,0,0.06,0.03,0.07,0.27,0,0,0.48,0.62,0.46,0.54,0.34
201,4,an individual is resident at a particular address taking into account relevant circumstances of the particular case.     ,0.01,0.01,0.01,0.05,0.04,0,0,0,0.91,0.22,0.6,0.54,0.32
589,2,and our ambitious programme of reforms 1.4 million more pupils are in good or outstanding schools compared to 2010. We believe that there is more that can be done. That,0,0,0.01,0.15,0.03,0,0,0,0.65,0.74,0.43,0.54,0.32
153,1, For the period December 2013 to July 2015 (2007-2013 European Social Fund programme extended to 2015) European Social Fund monies were used to support young people aged 14-19 who,0,0,0.04,0.04,0.02,0,0,0,0.01,0.28,0.47,0.54,0.29
436,2,year earlier than planned in September 2016.,0.02,0.01,0.04,0.09,0.25,0,0,0,0.02,0.28,0.43,0.54,0.29
276,3,November 2012 and as of 1 January 2015 there were 54 main children's centres and 4 additional sites in Leeds local authority. [1] Additional sites are places open to families,0,0,0.02,0.06,0.03,0,0,0,0.2,0.14,0.68,0.54,0.22
634,4,to process these cases as quickly as possible.   This work is continuing to achieve results with 576 IPP releases in 2016,0.01,0,0.01,0.06,0.02,0,0,0,0.23,0.7,0.26,0.54,0.19
935,1, We want all children to fulfil their full potential. Academic attainment is supported if students have good health and mental wellbeing and when they have access to specialist mental,0,0,0,0.14,0.02,0,0,0,0.28,0.62,0.47,0.54,0.18
848,4,can be deployed for a variety of incidents including Concerted Indiscipline Regime Support following an incident Assisting in searching and Incidents at Height.,0.01,0.01,0.02,0.03,0.03,0,0,0,0.85,0.36,0.45,0.54,0.12
915,6,stages and topics covered at Key Stage 3 and 4.       We have issued advice on mental health and behaviour which clarifies the responsibility of,0,0.01,0.04,0.04,0.02,0,0,0,0.89,0.46,0.63,0.54,0.05
441,3,into supervision under Wales CRC.,0.03,0.08,0.07,0.12,0.15,0,0,0,0.24,0.16,0.48,0.54,0.02
802,1, There are currently vacancies for an Anglican Chaplain at HMP Brixton (London) HMP Wandsworth (London) and HMP Standford Hill (Kent). The vacancies at Brixton and Standford Hill will be,0,0,0.01,0.05,0.01,0,0,0,0.06,0.07,0.63,0.54,0.01
698,1, The number of men and women who entered prison by offence type in each of the last five years is available on gov.uk. The figures relating to the number,0,0,0.01,0.02,0.18,0,0,0,0.9,0.92,0.78,0.53,0.94
928,4,and Crown Prosecution Service to ensure those caught are prosecuted. Anyone found using a drone in an attempt to get contraband into prisons can be punished with a sentence of,0,0.01,0.01,0.02,0.11,0,0,0,0.88,0.97,0.57,0.53,0.94
341,6,reduce reoffending protect the public and provide value for money to the taxpayer.,0.05,0.05,0.04,0.04,0.06,0,0,0,0.06,0.37,0.63,0.53,0.93
110,3,reoffending protecting the public and providing value for money to the taxpayer.,0.07,0.06,0.02,0.05,0.06,0,0,0,0.18,0.35,0.73,0.53,0.92
183,1, HM Prison &amp  Probation Service does not have a staff drug testing policy and therefore does not have the information requested. We are committed to ensuring the health,0,0,0.01,0.03,0.06,0,0,0,0.7,0.99,0.69,0.53,0.92
225,5,the public and provide value for money to the taxpayer.,0.16,0.05,0.05,0.05,0.06,0,0,0,0.13,0.3,0.67,0.53,0.91
844,2,and agencies any legislative change to the scheme would affect all members of the Civil Service Pension and not just prison officers.,0.02,0.02,0.05,0.02,0.12,0,0,0,0.76,0.78,0.91,0.53,0.9
900,2,take all necessary action to make sure the probation system is reducing reoffending and preventing future victims.,0.01,0.01,0.1,0.03,0.05,0,0,0,0.71,0.84,0.6,0.53,0.89
732,1, The procedures for admission to education of children below compulsory school age are described in the School Admissions Code. The code states that admission authorities must provide for the,0,0,0.02,0.04,0.05,0,0,0,0.62,0.65,0.44,0.53,0.89
588,3,We are also aware that the Government has had a long-standing commitment to doing this review and publishing it by April 2018.,0,0,0.07,0.07,0.04,0,0,0,0.92,1,0.26,0.53,0.88
672,3,that are fixed in place and do not offer ligature points. In response to the recommendations of the review into self-inflicted deaths of young adult offenders conducted by Lord Harris,0.01,0,0.02,0.03,0.13,0,0,0,0.92,0.87,0.74,0.53,0.87
788,2,the Prison National Offender Management Information System (P-NOMIS) which is the central prisoner information recording system. Discharge Grant data pertaining to contracted out prisons and in relation to administration costs,0.02,0,0,0.02,0.05,0,0,0,0.4,0.65,0.76,0.53,0.86
88,5,allocations were intended to be supplementary funding to cover the net additional cost of IER only.,0.01,0.01,0.03,0.06,0.03,0,0,0,0.45,0.57,0.25,0.53,0.86
653,2,by a range of high quality language services that meet the needs of all those that require them. My officials monitor demand for these services and work with our suppliers,0,0,0.02,0.03,0.03,0,0,0,0.77,0.87,0.82,0.53,0.85
723,2,about the number and proportion of pupils eligible for free school meals in each local authority can be found in tables 8a 8b and 8c of each of the <e4><f3><d6>Schools,0,0,0.04,0.03,0.02,0,0,0.04,0.56,0.97,0.21,0.53,0.84
753,2,approach to smuggling of contraband into prisons and work closely with the police and Crown Prosecution Service (CPS) to ensure those caught are prosecuted. To date there has been a,0,0,0.03,0.02,0.07,0,0,0,0.9,0.99,0.86,0.53,0.83
143,1, Failure to provide a National Insurance number does not result in an application being declared invalid. Electoral Registration Officers have alternative methods of verifying an application including requesting documentary,0,0,0,0.02,0.16,0,0,0,0.72,0.57,0.67,0.53,0.83
418,2,court is satisfied that there are substantial grounds for believing that the defendant if released on bail would abscond commit further offences while on bail or interfere with witnesses or,0,0.09,0.01,0.03,0.04,0,0,0,0.94,0.88,0.92,0.53,0.81
751,4,will be held by a combination of band 4 prison staff and NPS Probation Officers.   Roll out of the new OM model has commenced within the 10 pathfinder,0,0,0.01,0.03,0.06,0,0,0,0.9,0.99,0.59,0.53,0.81
361,2,order to help them do this effectively the Department for Education published a blueprint for school counselling services on 25 March 2015. This was developed in conjunction with experts in,0,0,0.02,0.06,0.02,0.01,0,0,0.44,0.95,0.55,0.53,0.81
962,1, Where local authorities dispose of or change the use of buildings or other assets funded wholly or partly through Sure Start capital grants they must repay the money through,0,0,0.05,0.04,0.01,0,0,0,0.9,0.64,0.78,0.53,0.8
191,2,offenders who are soon to be released from custody the opportunity to apply for a basic bank account. Having access to a bank account is vital for access to benefits,0,0,0.02,0.03,0.08,0,0,0,0.09,0.47,0.48,0.53,0.8
195,4,review we have engaged extensively with providers from across the sector. Our call for evidence received over 2000 responses the majority of which were from providers and our online questionnaire,0,0,0.01,0.04,0.03,0,0,0,0.89,0.85,0.83,0.53,0.78
13,9,central records the question in the precise form asked. However between 1 February 2015 and 31 Dec 2016 46 offenders were convicted of murder who at the time of the,0.04,0,0.01,0.02,0.06,0,0,0,0.94,0.72,0.77,0.53,0.78
251,5,"  The Government is committed to recruiting an extra 2500 frontline officers by the end of 2018.\"",0.05,0.01,0.07,0.02,0.13,0,0,0,0.67,0.75,0.63,0.61,0.9252,1, Information on the number of prison officers leaving the prison service and their reasons for leaving is published quarterly in the National Offender Management Service (NOMS) Workforce Statistics Bulletin""",0.02,0.01,0.01,0.02,0.1,0,0,0,0.35,0.55,0.77,0.53,0.77
940,4,getting the help they need to turn away from crime and keep communities safer. For young offenders Charlie Taylor has conducted a review of the youth justice system. This has,0,0,0.02,0.03,0.16,0,0,0,0.72,0.92,0.59,0.53,0.77
871,3,National Probation Service and Community Rehabilitation Companies are drawing up action plans in response to the recommendations in the report that are addressed to them including in relation to training.,0,0,0,0.03,0.04,0,0,0,0.6,0.78,0.87,0.53,0.76
21,6,to 2013-14 is not available. Data regarding full-time equivalent and head count number of workforce staff in service in local authority maintained nursery schools in London region Brent local authority,0,0,0.03,0.04,0.04,0,0,0,0.4,0.41,0.78,0.53,0.76
845,14,"effective in improving mental health and developing desirable character traits.\"",0.01,0,0.08,0.15,0.03,0.86,0,0,0.5,0.28,0.54,0.59,0.28846,1, To provide all of the information requested would incur disproportionate cost. In addition not all of the information held covers the entire timeframe requested.""",0.01,0,0.01,0.03,0.04,0,0,0,0.87,0.72,0.51,0.53,0.76
554,2,when it does. While it was a matter for schools to determine whether to mark anti-bullying week the Department for Education supported activities held as part of anti-bullying week. Nick,0.01,0.01,0.01,0.03,0.06,0,0,0,0.2,0.93,0.3,0.53,0.76
272,6,explore improvements that could be made to the delivery of rehabilitative services and we continue to hold providers rigorously to account for their performance to ensure they deliver services which,0,0,0,0.03,0.04,0.53,0,0,0.27,0.7,0.58,0.53,0.75
107,7,teams. Under the mutual aid process there are agreements between both public and private prisons which enable them to support each other to respond to significant incidents effectively. If the,0.01,0,0.02,0.03,0.04,0,0,0,0.79,0.59,0.73,0.53,0.74
554,11,"support projects that specifically tackle homophobic biphobic and transphobic bullying in schools.  \"",0.03,0.01,0.07,0.07,0.07,0,0,0,0.67,0.23,0.65,0.37,0.27555,1, The Government has sent a clear message to schools that all forms of bullying for whatever reason are absolutely unacceptable and should not tolerated. All schools are required by""",0.01,0,0.03,0.03,0.06,0,0,0,0.9,0.98,0.66,0.53,0.74
676,1, The National Offender Management Service records offenders who have been returned to custody from Approved Premises under seven categories: absconding breaches of the Approved Premises Rules positive drugs tests,0.01,0,0.02,0.05,0.05,0,0,0,0.66,0.91,0.61,0.53,0.73
36,1, All prison officers working in public sector prisons and young offender institutions are required to wear uniform as part of their conditions of service. Uniform is provided partly as,0.01,0.01,0.04,0.02,0.1,0,0,0,0.68,0.64,0.71,0.53,0.72
164,18,1.995 2.538 2.532</tr></tbody></table> Price Base: Real terms at 2014-15 prices based on GDP deflators as at 30.09.2015 Figures for Copeland exclude the looked after children element as this is not,0,0,0.01,0.04,0.03,0.01,0,0,0.26,0.74,0.66,0.53,0.72
932,4,the oversight of probation services we have provided additional funding to HMI Probation and are supporting them to introduce a new inspection framework from April 2018. ,0,0,0.01,0.08,0.02,0,0,0,0.54,0.83,0.49,0.53,0.69
419,2,"Annual Digest which can be found at <a href=\https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/553298/noms-digest-report-2015-2016.pdf\\ target=\\""_blank\\"">https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/553298/noms-digest-report-2015-2016.pdf</a>. Data for 2016/17 is due to be published this summer.   These incidents are rare and the vast majority""",0.01,0.01,0.1,0.13,0.04,0,0,0,0.29,0.48,0.2,0.53,0.64
177,2,Unit staff and therefore cannot provide data for the period requested.,0.02,0.01,0.1,0.03,0.07,0.07,0,0,0.41,0.53,0.47,0.53,0.6
179,2,arrangements and the effectiveness of service delivery.,0.05,0.01,0.01,0.05,0.15,0,0,0,0.51,0.32,0.58,0.53,0.59
387,3,to spend some of their capital funding on nursery places if this is a local priority. ,0.01,0.01,0.03,0.07,0.1,0,0,0,0.33,0.24,0.8,0.53,0.56
563,6,funding rate. This is a generous deal for providers and funds them adequately for delivering the entitlement.   The childcare sector has shown its ability to meet increased demand,0.01,0,0,0.06,0.02,0,0,0,0.43,0.59,0.65,0.53,0.56
367,1, Senior officials regularly meet with London CRC to hold them to account for delivery including through actions of the HMPPS Contract Management Team. In November 2016 a taskforce was,0,0,0.01,0.03,0.02,0,0,0,0.12,0.61,0.46,0.53,0.55
527,1, The European Social Fund provides support for young people aged 14-19 who were not in education employment or training or who were at risk of being so for the,0,0,0.03,0.04,0.02,0,0,0,0.44,0.39,0.8,0.53,0.52
581,4,in the new year.,0.03,0,0,0.88,0.07,0,0,0,0.22,0.27,0.5,0.53,0.49
376,2,staff announced by the Government in November 2016. Once this planning is completethe revised staffing levels will be published quarterly as part of the workforce statistics.,0,0,0.07,0.04,0.05,0,0,0,0.68,0.67,0.34,0.53,0.45
549,3,area) with children's centres on a regular basis.,0.06,0.02,0.05,0.03,0.17,0,0,0,0.57,0.26,0.62,0.53,0.44
740,3,schools programme will therefore not continue next financial year. Secondary schools can continue to run a summer school if they wish to and will be able to use their pupil,0,0,0.03,0.06,0.06,0,0,0,0.01,0.56,0.11,0.53,0.44
285,13,"dataset.</tr><td colspan=\\7\\""> This dataset records each release separately  if an offender is released more than once they will appear more than once in this dataset.</tr><td colspan=\\""7\\""> Releases of persons""",0,0,0.03,0.03,0.01,0,0,0,0.36,0.81,0.04,0.53,0.44
185,8,population of the prison if local circumstances require it  and</li><li> materials not otherwise restricted may need to be withheld from individual prisoners if required by their offending behaviour or,0,0,0.02,0.02,0.08,0,0,0,0.75,0.66,0.15,0.53,0.43
313,6,the needs of their population.,0.06,0.01,0.1,0.02,0.15,0,0,0,0.5,0.28,0.56,0.53,0.42
153,3,contracted to deliver support to young people were required to do so through delivery of activities designed to help young people gain a greater understanding of their own abilities learning,0,0,0.01,0.06,0.02,0,0,0,0.12,0.44,0.22,0.53,0.42
664,5,"Year</strong> <strong>Establishment</strong> <strong>Project Scope</strong></tr><td rowspan=\10\\> 2017-18 (underway or planned to start) Garth Replace heating system</tr> Hindley Re-role works replacement of heating main flat roofing and key work building gym and""",0,0,0.01,0.03,0.01,0,0,0,0.03,0.62,0.34,0.53,0.41
281,6,from the <e4><f3><d6>Sure Start On' database that is maintained by local authorities and is Ofsted's main source of information for arranging inspection of children's centres. Statistics on children's centre numbers,0,0,0.03,0.03,0.03,0,0,0,0.61,0.57,0.44,0.53,0.4
907,1, We have put in place a range of measures to support prisoners who are at risk of self-harm or suicide especially in the early period in custody when they,0.01,0,0.11,0.02,0.19,0,0,0,0.72,0.67,0.49,0.53,0.35
9,2,started a recruitment programme and I am pleased to say that we have already made 348 job offers for those 400 jobs on top of 1400 new officer appointed in,0,0,0.02,0.14,0.01,0,0,0,0.17,0.71,0.64,0.53,0.34
602,2,2016 were published on 26 January 2017 and are available on GOV.uk.,0.01,0.03,0.04,0.05,0.12,0,0,0,0.42,0.33,0.47,0.53,0.34
283,2,in the coming months.,0.06,0.05,0.05,0.35,0.43,0,0,0,0.18,0.27,0.41,0.53,0.31
22,3,"show  for example nursery classes in schools and private nurseries.   [1] EduBase as at 9<sup>th</sup> February 2016. Source: <a href=\https://www.gov.uk/government/publications/schools-in-england\\ target=\\""_blank\\"">https://www.gov.uk/government/publications/schools-in-england</a>\""""",0,0,0.07,0.04,0.03,0,0,0,0.01,0.52,0.17,0.53,0.3
276,4,and children providing children's centre services as part of a network. They were formerly children's centres in their own right and while they no longer meet the statutory definition of,0.01,0,0,0.04,0.06,0,0,0,0.83,0.13,0.77,0.53,0.26
127,2,bulletin. Data for March 2017 onwards will be published in the next release in April 2018.,0.01,0,0.1,0.11,0.05,0,0,0,0.26,0.35,0.16,0.53,0.25
437,2,time out of cells.,0.07,0.02,0.18,0.28,0.19,0,0,0,0.34,0.31,0.38,0.53,0.18
552,6,pathfinder phase started in Birmingham in January 2016.,0.03,0.01,0.11,0.13,0.07,0,0,0,0.05,0.23,0.4,0.53,0.02
148,2, We continue to keep the operation of the probation system under close review. ,0.01,0.01,0.04,0.07,0.06,0,0,0,0.43,0.78,0.36,0.52,0.92
715,2,steps to ensure that voter registration is as accessible as possible for all in society. ,0,0.01,0.02,0.04,0.14,0,0,0,0.4,0.66,0.8,0.52,0.9
787,2,transferring from prisons that have closed since 2012. Our records do not allow us to provide the breakdown by grade of staff in responding to your question,0.02,0,0.01,0.02,0.18,0,0,0,0.56,0.95,0.37,0.52,0.9
439,1, The Children and Social Work Bill proposes a new duty on schools to appoint a designated teacher to promote the educational achievement of previously looked after children.  ,0.01,0,0.07,0.06,0.02,0,0,0,0.28,0.81,0.31,0.52,0.87
193,2,Secretary has made clear there are a number of factors including the availability of psychoactive substances in prisons which must be tackled in order to make our prisons safe and,0,0,0.02,0.02,0.05,0,0,0,0.92,0.97,0.53,0.52,0.85
9,7,of which will improve prison safety and encourage experienced staff to stay. The percentage of experienced staff is higher now than it was in 2010.,0.01,0.01,0.02,0.03,0.07,0,0,0,0.77,0.65,0.47,0.52,0.85
799,3,the power for a court to order arrangements for live video links video recorded evidence in chief and screens around the witness box. Courts are also able to order that,0,0,0.04,0.04,0.07,0,0,0,0.78,0.95,0.3,0.52,0.85
871,2,the Department of Health to address the problem of new psychoactive substances and ensure that probation staff have the information they need to help offenders tackle substance misuse problems. The,0,0,0.02,0.02,0.11,0,0,0,0.71,0.69,0.65,0.52,0.84
562,1, The Government is committed to delivering flexible affordable and quality childcare for parents. We are carefully consulting parents employers providers and local authorities and reviewing of the cost of,0.01,0,0.02,0.03,0.07,0,0,0,0.66,0.72,0.79,0.52,0.83
514,2,including costs relating to VAT and pension liabilities. The department estimates that VAT accounts for about 3% of sixth form colleges' expenditure each year.<br /> With regards to pension costs,0,0,0,0.03,0.03,0,0,0,0.35,0.6,0.66,0.52,0.83
488,1, The Department for Education provides support with the costs of childcare through the early education entitlement for two- three- and four-year-olds delivered by Ofsted registered providers. This support is,0.01,0,0.01,0.03,0.04,0,0,0,0.46,0.83,0.34,0.52,0.81
910,10,more can be done to ensure that good quality staff can maximise their potential and forge a successful career within the early years.   We want all children regardless,0,0,0.01,0.23,0.01,0,0,0,0.43,0.94,0.19,0.52,0.78
603,7,reduction project led by an experienced prison governor which is driving work in this area.,0.06,0.01,0.07,0.03,0.1,0.03,0,0,0.7,0.53,0.56,0.52,0.76
418,5,conditions  and the strength of evidence against the defendant. The number and proportion of offenders remanded in custody before conviction for violence against the person public order offences harassment,0.01,0,0.03,0.03,0.08,0,0,0,0.91,0.71,0.74,0.52,0.75
888,6,effectively. Initiatives like these coupled with work to incentivise employers to work with ex-offenders will all help ensure offenders have the best chance of securing employment immediately on release. We,0.01,0,0.01,0.04,0.02,0.53,0,0,0.29,0.95,0.77,0.52,0.74
386,4,Probation Service to discuss issues and trends which are relevant to sentencing and the provision of probation services at both a local and a national level.   There are,0,0.01,0.02,0.03,0.07,0,0,0,0.84,0.71,0.97,0.52,0.73
280,4,for the financial years 2010-11 to 2014-15 are published on gov.uk.   From 1 May 2015 Community Rehabilitation Companies became responsible for helping offenders obtain suitable accommodation as part,0,0,0.03,0.04,0.08,0,0,0,0.24,0.54,0.61,0.52,0.73
363,1, Schools should consider how to provide appropriate support to all students based on their individual circumstances. One of the best ways is as part of a <e4><f3><d6>whole-school' approach in,0,0,0.01,0.11,0,0,0,0,0.33,0.9,0.28,0.52,0.72
260,3,legitimacy. For Community Rehabilitation Companies and the National Probation Service Her Majesty's Inspection of Probation report on IOM in Quality and Impact Inspections.   The Government currently has no,0,0,0.01,0.04,0.03,0.27,0,0,0.58,0.82,0.84,0.52,0.71
379,2,the two-year-old entitlement. This support is working and data from the latest voluntary survey of local authorities shows that an estimated 182000 children were funded during the seven week period,0,0,0.04,0.03,0.08,0,0,0,0.67,0.81,0.25,0.52,0.71
26,1, All 21 Community Rehabilitation Companies have had their contracts amended so they can focus on activities that best rehabilitate offenders and keep society safe. This additional investment will see,0,0,0.01,0.09,0.01,0,0,0,0.3,0.85,0.95,0.52,0.67
270,3,of services and how local needs are being supported.   We are clear in statutory guidance that there is a presumption against closure and local authorities have a duty,0.01,0,0.03,0.04,0.07,0,0,0,0.95,0.89,0.93,0.52,0.66
259,1, Initial training of newly recruited prison officers begins with a 12-week Prison Officer Entry Level Training (POELT) course. This provides new officers with a foundation level of training in,0.01,0,0.01,0.04,0.01,0,0,0,0.34,0.64,0.29,0.52,0.65
82,3,parents or carers were in receipt of qualifying benefits.,0.03,0.02,0.02,0.11,0.04,0,0,0,0.52,0.4,0.8,0.52,0.64
393,3,attendance at the incident. This may be done in conjunction with a community resolution and is most commonly used in cases such as shoplifting or criminal damage. We are clear,0.01,0.01,0.01,0.02,0.1,0,0,0,0.93,0.83,0.92,0.52,0.63
22,1, According to data from EduBase[1] there are eight local authority maintained nurseries in the Burnley constituency 24 in Lancashire local authority and 70 in the North West. Local authority,0,0,0.03,0.07,0.03,0,0,0,0.45,0.27,0.79,0.52,0.63
255,2,annual Her Majesty's Prison and Probation Service Digest on https://www.gov.uk/. This is published alongside information on the overall level of crowding most of which is made up of doubling but,0.05,0.07,0.02,0.03,0.16,0,0,0,0.28,0.41,0.52,0.52,0.63
642,3,tough new laws which will see those who smuggle packages over prison walls including new psychoactive substances face up to two years in prison. Those who involve themselves in the,0,0,0.03,0.02,0.17,0,0,0,0.55,0.8,0.57,0.52,0.6
268,3,Ltd took over the provision of facilities management (FM) at HMP Brixton later expanding to cover three sites. Until June 2015 FM services at the rest of the public-sector prison,0.02,0,0.01,0.02,0.07,0,0,0,0.12,0.48,0.41,0.52,0.58
850,1, Under the probation reforms 21 Community Rehabilitation Companies (CRCs) were established to deliver rehabilitation services in England and Wales to low and medium risk offenders. All of the information,0,0,0.02,0.03,0.07,0,0,0,0.44,0.47,0.79,0.52,0.57
133,2,lives and may have missed out on the opportunity to learn. For example nearly one third struggle with learning difficulties or disabilities and only a quarter enter employment on release.,0,0,0.03,0.02,0.24,0,0,0,0.39,0.66,0.13,0.52,0.56
293,2,how we hold them to account. We have already made some changes to how CRCs are paid so they can focus on activities that best rehabilitate offenders and keep society,0,0,0.01,0.07,0.04,0,0,0,0.11,0.97,0.64,0.52,0.55
555,8,(2013)[5] and Keeping Children Safe in Education (2014)[6] which sets out what schools must do to safeguard and promote the welfare of their pupils including in relation to sexual exploitation.,0.01,0,0.01,0.03,0.01,0,0,0,0.59,0.58,0.46,0.52,0.54
536,2,and was described by the National Audit Office as <e4><f3><ec>thorough and wide-ranging<e4><f3><9d>. This assessed the costs of different types of providers across the country including nurseries in deprived areas. The,0,0,0.01,0.02,0.03,0,0,0,0.41,0.86,0.54,0.52,0.53
935,6,planning. In addition we are contributing to a <a3>3m joint pilot with NHS England which is testing how single points of contact in CAMHS and schools can secure effective mental,0.01,0,0.02,0.03,0.03,0,0,0,0.22,0.6,0.43,0.52,0.47
735,2,in Wales and the Welsh Government to plan for quality health services for this new prison. No decisions have yet been made on arrangements for these services.,0,0,0.01,0.11,0.02,0,0,0,0.23,0.65,0.63,0.52,0.45
856,2,<br> Alongside our work to boost staffing numbers these reforms will help offenders turn their lives around reduce reoffending and create safer communities.   Our recent White Paper on,0,0,0.02,0.08,0.02,0,0,0,0.15,0.41,0.51,0.52,0.43
50,10,costs of attending post-16 education or training such as transport and meals.,0.01,0.02,0.01,0.06,0.09,0,0,0,0.18,0.28,0.45,0.52,0.41
837,1, This information requested is not held centrally and can only be obtained at disproportionate cost.,0.01,0,0.01,0.03,0.03,0,0,0,0.69,0.73,0.16,0.52,0.4
404,4,prisons on how the new approaches to working with prisoners could be implemented alongside other actions they might already be taking to improve safety.   These are long-standing issues,0,0,0.05,0.02,0.08,0,0,0,0.72,0.85,0.53,0.52,0.39
405,4,prisons on how the new approaches to working with prisoners could be implemented alongside other actions they might already be taking to improve safety.   These are long-standing issues,0,0,0.05,0.02,0.08,0,0,0,0.72,0.85,0.53,0.52,0.39
405,5,which will not be resolved in weeks or months but we are determined to make our prisons places of safety and reform. We have robust processes in place to closely,0,0,0.01,0.03,0.05,0,0,0,0.53,0.79,0.21,0.52,0.38
614,3,long term objective is to make funding truly fair. ,0.01,0.01,0.02,0.23,0.11,0,0,0,0.31,0.29,0.57,0.52,0.35
856,11,will develop measures that assess individual progress against milestones in a Personal Learning Plan.,0.01,0.01,0.02,0.19,0.02,0,0,0,0.34,0.45,0.41,0.52,0.34
226,5, and schools will know precisely which of their pupils are eligible. Furthermore there is strong evidence that pupils who are currently or have recently been eligible for FSM have,0,0,0.02,0.05,0.04,0,0,0,0.94,0.79,0.46,0.52,0.3
40,1, All prisoners undergo a thorough individual risk assessment following conviction and sentencing and placed in a prison suitable to their risk. Assessed risks are risk of escape and of,0,0,0.11,0.03,0.07,0,0,0,0.88,0.61,0.31,0.52,0.29
289,3,"public sector prison in England and Wales. This information is available at: <a href=\https://www.gov.uk/government/statistics/prison-performance-statistics-2015-to-2016\\ target=\\""_blank\\"">https://www.gov.uk/government/statistics/prison-performance-statistics-2015-to-2016</a>\""""",0.01,0.01,0.06,0.03,0.08,0.18,0,0,0.07,0.32,0.49,0.52,0.26
703,1, The number of offenders in prison due to licence recall is available only since 1993. <strong>Total recall population 30 June 1993 - 2017  England &amp  Wales</strong> <strong>Years</strong>,0,0,0.02,0.02,0.09,0,0,0,0.03,0.6,0.1,0.52,0.17
688,4,discharging or receiving prison taking prioritisation prisoner requiring medical treatment and traffic delays en route.   Data for postponed transport is not recorded centrally.,0.01,0,0.01,0.02,0.26,0,0,0,0.51,0.44,0.49,0.52,0.16
915,5,and Economic (PSHE) Association to produce guidance and primary and secondary key stages lesson plans on teaching about mental health and emotional wellbeing. These lesson plans cover all the key,0,0,0.01,0.21,0.03,0,0,0,0.25,0.29,0.5,0.52,0.04
858,1, We are committed to improving safety across the prison estate and take a zero tolerance approach to drugs in prisons.   As the data shows we have found,0,0,0.09,0.02,0.11,0,0,0,0.58,0.92,0.82,0.51,0.94
586,1, The Government is committed to transforming our prison estate to ensure prisons are safe get offenders off drugs and into education and work. We will also improve the effectiveness,0,0,0.08,0.02,0.07,0,0,0,0.31,0.94,0.65,0.51,0.94
196,2,dedicated schools grant schools block is maintained at cash flat per pupil for the 2016 to 2017 financial year for all local authorities. In addition the pupil premium is also,0,0,0.05,0.03,0.06,0,0,0,0.2,0.57,0.73,0.51,0.93
9,4,prison officers receive so that they have the opportunity to explore and understand the role of the prison officer before applying and supporting them through to the completion of their,0,0,0,0.02,0.07,0,0,0,0.79,0.89,0.53,0.51,0.91
471,1, The Department for Education does not hold information on the annual cost of providing benefits-based free school meals (FSM). It allocates the Dedicated Schools Grant (DSG) to local authorities,0,0,0.01,0.06,0.01,0,0,0,0.31,0.68,0.4,0.51,0.91
539,1, The Government estimates that around 390000 three- and four-year-olds will be eligible for the additional 15 hours of free childcare and we expect that the majority of parents with,0,0,0.01,0.03,0.06,0,0,0,0.78,0.98,0.55,0.51,0.89
517,3,"through their section 251 returns and the data from these returns are published online. The data for 2014-15 can be found here: <a href=\\https://www.gov.uk/government/publications/local-authority-benchmarking-tables-2014-to-2015\\"" target=\\""_blank\\"">https://www.gov.uk/government/publications/local-authority-benchmarking-tables-2014-to-2015</a> and the data for 2015-16""",0,0,0.08,0.09,0.03,0,0,0,0.6,0.93,0.27,0.51,0.89
751,3,from local / reception prisons.   The model also introduces a new role of Prison Offender Managers who will be based in the prison. These Prison Offender Manager posts,0,0.01,0,0.02,0.09,0,0,0,0.72,0.61,0.88,0.51,0.83
314,4,member of the EU until our exit. This includes participation in the work of the Fundamental Rights Agency.,0.01,0,0.04,0.04,0.07,0.02,0,0,0.72,0.87,0.46,0.51,0.82
285,3,data suggests that there is an apparent increase in homelessness it cannot therefore be assumed that homelessness has increased over the data period as there are limitations to this data,0,0,0.11,0.03,0.06,0,0,0,0.78,0.76,0.59,0.51,0.81
399,1, The A-level Content Advisory Board (ALCAB) was established by the Russell Group in 2013 to review the subject content for facilitating A levels. The Department for Education provided <a3>100360.61,0,0,0.01,0.1,0.01,0,0,0,0.8,0.87,0.78,0.51,0.8
508,7,particular responsibility for a small number of prisoners. These measures will enhance the time and resources available to support prisoners. Dedicated officers will be able to build a relationship with,0,0,0.01,0.03,0.06,0,0.01,0,0.62,0.86,0.44,0.51,0.79
962,7,disposed of and does not continue to meet the purposes of the grant the local authority must inform the department and we will claw-back the funding. The department's interest in,0,0,0.01,0.06,0.04,0,0,0,0.93,0.92,0.52,0.51,0.78
541,3,the best course of action to pursue this. ,0.01,0,0.01,0.44,0.01,0,0,0,0.64,0.75,0.49,0.51,0.78
73,1, As the Justice Secretary has made clear safety in prisons is fundamental to the proper functioning of our justice system and a vital part of our reform plans. ,0.01,0,0.02,0.03,0.1,0,0,0,0.77,0.87,0.75,0.51,0.76
894,3,childminders and schools to provide places. We continue to work with providers to increase the number of childcare places for example by sharing good practice on working in partnership.<br />,0,0,0,0.07,0.01,0,0,0,0.1,0.71,0.31,0.51,0.74
